"name","age","dni","source","tags","phone","external_id"
"Ula Elihu","105","47781943935","Manual registration","contactondemand|special3|any_applicant","9-87 6747 8550","36789"
"Nissy Porett","49","50347304498","Manual registration","special|actionpending27|client_only","7 71 6101 4740","75803"
" B. Opal","43","2553991860095","Google forms","treaty","5 33 5933 7745","69552"
"Marylin K. Kamal","123","33256541370","MANUAL REGistration","client_only16|form_ui344|actionpending","2 67-9271 1130","83362"
"Renate Llywellyn","117","31043525665","MANUAL REGistration","any_applicant|actionpending","+54 2 38 4574 6843","47843"
"Elaina Lehet","20","94707610011","MANUAL REGistration","techsource_298|techsource_29|contactondemand","6 74-3451 1881","46899"
"Lilia Tol","40","58955265036","google Forms","any_applicant|any_applicant|contactcenter_region422","3 22-6361 1185","91653"
"Fernanda J. Luedtke","43","89242486230","google Forms","rangeof_action","+54 2 54 7257 8379","50943"
"Rosanna Chavey","112","49853071671","Email response","actionable","+54 4-81 4948 5660","35984"
"Buffy Firmin","15","72839026214","Email response","possible_buyer|any_applicant13","+54 9 76 3567 4379","71142"
"Janka","82","61390718640","Manual registration","contactcenter_region3","7 54-9257 1985","32173"
"Zea Crain","103","37106295861","Email RESPONSE","least_interested","6 90 3211 6067","29555"
"Kakalina Cleo","40","91522434860","Email response","case122|remove_of_source26|contactcenter_region3","1 73 6092 8812","50730"
"Nydia Neva","74","88539614917","MANUAL REGistration","form_ui344|techsource_29|special","3 58 8688 3697","88950"
"Ophelia S. Clareta","88","56416756558","MANUAL REGistration","techsource_2919|actionable","8 20 7023 2367","87738"
"Phillis A. Carpio","117","65013747287","google Forms","least_interested|actionpending3|form_ui344","8 71 9341 5238","63878"
"Aeriel Buford","22","55795666217","facebook leads","on_consideration5|contactcenter_region3","3 71 1199 9655","93060"
"Mellicent M. Alberto","47","31790749814","MANUAL REGistration","possible_buyer","8 27 4566 5088","74873"
"Loella Jordanson","78","70711759187","Email RESPONSE","contactcenter_region1|least_interested","2 16 2306-1453","88417"
"Ardith Tammany","56","75530484537","Google forms","limit12|client_only","+54 4 27-1680 9905","13710"
"Tommie Sanderson","4","52846526961","facebook leads","remove_of_source21|contactcenter_region42|never_call","+54 8 43-5234 9611","56763"
"Layne D. Yamauchi","103","47460053598","facebook leads","remove_of_source|actionpending|never_call12","1 59 3496 1209","52583"
"Caty O. Chapen","22","3751603550","Email RESPONSE","apply_0_cases25|apply_0_cases10|call_again","9 61 1006 1434","51479"
"Layney S. Bolton","30","89300286655","MANUAL REGistration","contactcenter_region310|any_applicant|any_applicant24","+54 1 55-2308 1943","22663"
"Joelie S. Shulman","0","57220046397","Email RESPONSE","treaty","3 12 2345-6139","97343"
"Zea Wilber","6","46927061659","google form","contactcenter_region1|remove_of_source23|limit26","5 72 4648-7121","35928"
"Hanna Vera","28","59198272529","Manual registration","source_dependant11|techsource_29|most_interested","7 82 3336 4812","56763"
"Tessie L. Skippy","103","47460053598","Email response","contactondemand|apply_0_cases","1 59 3496 1209","28991"
"Dayna R. Anatola","65","73513543570","Google forms","case1|case1|client_only6","+54 3 10 5235 6898","36287"
"Gisela Yalonda","28","96396197369","Email response","apply_0_cases8|apply_0_cases","+54 5 49 5844 9259","61298"
"Leyla Dayle","64","14187865360","google Forms","special20","9 62 1102 9147","66901"
"Mindy Franck","102","27560416884","Facebook Leads","treaty","6 37 1781 4076","42083"
"Neilla Norvun","82","52186192543","Manual registration","on_consideration|contactcenter_region2","8 39 8290 5410","93260"
"Cicily Bosson","2","17185637138","MANUAL REGistration","on_consideration|contactcenter_region3|least_interested","+54 6 54 7324 7280","23322"
"Moreen Gilbertine","70","34827609384","Facebook Leads","rangeof_action2|contactcenter_region129","4 72 2476 8575","24918"
"Mei Shere","103","47460053598","Manual registration","most_interested","1 59 3496 1209","85935"
"Liana F. Celestyna","72","25121018818","Facebook Leads","limit","2 63 7313-2064","93786"
"Minda A. Lubin","32","74033091019","Email RESPONSE","limit","4 29 6661 3695","20893"
"Dorotea Dav","23","18330647334","Email response","form_ui344|source_dependant|most_interested","2-43 3639-3776","50569"
"Marna H. Diandra","85","71976359568","Email response","limit10|treaty|never_call","9 66-4880-2699","29686"
"Andriana Krauss","97","50373832173","Google forms","special","8 93 6955 7057","89084"
"Gwynne Sosthina","40","55563985775","Email RESPONSE","any_applicant4|contactcenter_region2","4 21 4950 9663","91695"
"Elayne N. Rory","73","21621286141","facebok Leads","source_dependant|contactondemand","2 61 7059 9141","63562"
"Janith Morse","103","24033402615","Google forms","most_interested|contactcenter_region3","5 46 7330 3487","57190"
"Mandi Mather","66","35755022837","Google forms","source_dependant|remove_of_source","7 86 5192-7432","84109"
"Erminie Abad","8","62445289982","google Forms","contactcenter_region4|any_applicant","8-89-1499 5271","10317"
"Monique K. Hoppe","85","55347020418","MANUAL REGistration","case1|any_applicant|on_consideration","3 35 3851-6679","54256"
"Missy J. Finbur","102","71171226039","MANUAL REGistration","actionable7","6 98 5875 5881","79676"
"Lise Nurse","92","81116178674","manual-registration","rangeof_action|case1","1 78 4313 3869","31653"
"Faythe Lew","21","13320097699","Email RESPONSE","contactcenter_region3","9-59-9373 8678","48582"
"Linzy Thorin","15","51989426814","Google forms","never_call|apply_0_cases|limit3","+54 7 77 1733 2617","30684"
"Fania F. Quillon","8","28030591368","google Forms","any_applicant","+54 8 23 9297 7328","87965"
"Myriam Dibrin","1","82958177139","Email RESPONSE","contactcenter_region3","2 83 8763-1639","95920"
"Maitilde E. Zaneta","86","28338213418","google form","never_call19|case1|never_call","+54 4 37 8148 7951","89580"
"Hedwig Lewison","57","15237088659","manual-registration","treaty","5-29 6702 4838","24765"
"Gale Urania","3","69776263934","Facebook Leads","remove_of_source","3 37 2679 9860","46216"
"Mercie Sharl","81","74412022847","Email RESPONSE","source_dependant|client_only6","1 22 9924 5151","58230"
"Carmon Thierry","123","37972675971","Email RESPONSE","never_call|form_ui344","7 67-2714-8911","57545"
"Yoshi J. Gary","55","80819394345","Google forms","techsource_29|actionpending|call_again","+54 4 94 5063 5567","28991"
"Natalya Edla","44","56609567938","Manual registration","most_interested23|most_interested|contactcenter_region428","7 98 2559 7895","37223"
"Rochell R. Irmgard","110","34335883859","facebook leads","call_again28","1 56 6946-75387","30179"
"Prudence","19","15702990769","Email RESPONSE","most_interested28|actionpending1|contactcenter_region2","9 45-6906 3642","65734"
"Lanita Rooney","13","86505520477","Google forms","apply_0_cases22","1 59-2095-8908","96796"
"Ynes Phi","4","49079061510","Email response","never_call","5 50 3984-8577","64227"
"Meggy Vivien","79","89172570887","Email response","contactcenter_region26|contactcenter_region4|treaty","1 72 9319 9762","93462"
"Livvy Nigel","105","96365073017","Facebook Leads","rangeof_action|actionpending","2 86 2348 2936","99576"
"Valaree Postman","80","56661091875","Email response","most_interested30|special|form_ui344","3 19 6716 5960","55192"
"Harriette V. Mersey","35","92768743909","Google forms","on_consideration16|never_call|treaty","5 67 6340 67849","96796"
"Rosmunda Gio","15","38246923212","Manual registration","least_interested|rangeof_action10|case1","7 36-7214 5268","44273"
"Claresta Elsy","36","72199436327","google Forms","on_consideration2|actionable20|never_call","3-85 9425 9971","60795"
"Lilah B. Petronille","5","33289810268","Email RESPONSE","case1","7-22 1940 17962","95737"
"Willyt Anabelle","16","42310502484","Email response","possible_buyer20|rangeof_action|contactcenter_region4","5 73 8821 1556","88216"
"Latisha R. Rape","94","76132711029","Email response","special|never_call|contactondemand","3 10-4436 8277","36333"
"Ericka F. Osher","84","7530536279217","Email RESPONSE","contactcenter_region318|treaty|source_dependant","+54 2 57 1476-5195","77578"
"Karia Allene","51","82197325324","google Forms","contactcenter_region4","+54 6 50 1121 7991","22212"
"Muriel","110","30755627584","Facebook Leads","least_interested","+54 3 23 8230 3566","97995"
"Freddi C. Kwon","93","25345786532","Email response","form_ui34421|contactcenter_region3","2-11-5048 2608","30941"
"Terrijo Orr","3","57606326704","MANUAL REGistration","rangeof_action18|most_interested|call_again26","+54 2 66 3891 2405","77578"
"Aubine M. Galang","6","33656422046","Manual registration","techsource_29","6 57 5040 8759","67017"
"Margaux Telfore","76","65023989117","facebook leads","possible_buyer|contactcenter_region4|limit","2-22 8325-9621","79188"
"Bliss Ana","26","93335189758","google Forms","remove_of_source|remove_of_source|actionable27","2-16-8461 8513","16529"
"Cindee Nahamas","38","47536670492","Email RESPONSE","any_applicant","4 80 4653 2024","54674"
"Maribeth B. Cummings","39","14058832629","MANUAL REGistration","techsource_29|actionpending","1 91 2920 1358","54547"
"Modesta Danzig","94","71195584670","Manual registration","contactcenter_region1|contactcenter_region4|contactcenter_region25","5 15 9101 8260","61432"
"Elke B. MacMahon","35","67569380023","Facebook Leads","least_interested|form_ui344|never_call","1 57 1931 8865","51663"
"Vivi B. Bertrand","107","15780837514","Email response","call_again|contactcenter_region4|limit30","5-97 2347 6328","66543"
"Karissa H. Fonseca","103","47460053598","Google forms","never_call","1 59 3496 1209","69846"
"Brianna Artina","16","35083821738","Facebook Leads","case1|least_interested|techsource_29","8 51-7596-8749","61584"
"Jesse Litha","105","88481435839","Email response","actionable|apply_0_cases30|limit5","+54 5 83 8456 7045","46656"
"Alice R. Nadab","22","11282444538","Email RESPONSE","contactcenter_region210|never_call","6 54 3835 8484","96242"
"Tana Russ","2","60173115714","Facebook Leads","form_ui344|limit12|actionpending","3-29 9421 6496","43951"
"Devora S. Ranita","51","21472545419","MANUAL REGistration","actionable|rangeof_action|remove_of_source","6 36 3029 6944","77799"
"Vivien R. Harcourt","43","94799685374","Facebook Leads","rangeof_action|techsource_29","+54 7-84-2501-2280","99201"
"Dru Pesek","38","35389836100","Manual registration","rangeof_action28|actionable|limit","1 74 1181-6543","66015"
"Celeste Y. Luing","39","95190499267","Facebook Leads","call_again","6 53 6537-2459","78187"
"Lyndell Yance","44","15660864162","Facebook Leads","actionpending|form_ui344|remove_of_source","+54 7 42 9974 3821","93948"
"Ninnetta C. Supen","38","39744048905","Facebook Leads","remove_of_source|contactcenter_region4","1 86 7677 8396","95775"
"Auroora M.","61","27434921368","Google forms","source_dependant10","8 55 8875 5684","84376"
"Mamie Aurore","67","90724224770","Email response","remove_of_source|case122|never_call28","+54 4 74 6496 3004","49154"
"Brande F. Lyndes","2","55562792497","Email RESPONSE","remove_of_source","7 38-2516 5078","54191"
"Georgeta C. Ferdy","12","62519475115","google Forms","case127","2 40 4187 7347","49644"
"Una R. Sheedy","113","19801420799","Email RESPONSE","on_consideration|possible_buyer","7 69 1357 8014","95367"
"Barbara Q. Ryle","22","45894844848","Email RESPONSE","on_consideration|possible_buyer17|contactcenter_region2","9 22 9788 1781","33726"
"Meghann Oakley","122","56703910855","Google forms","never_call|techsource_29|techsource_29","3 49 5520-8291","12685"
"Elisabet Carolus","115","64824295825","facebook leads","never_call","6-73 5647 9887","50454"
"Fanny S. Gunar","13","29299274139","facebook leads","actionable|most_interested","6 84 8894 8206","82836"
"Pegeen R. Gundry","96","59830065513","Google forms","treaty9|never_call","9-88 9132-4558","98394"
"Sabra K. Madaras","105","84278228456","facebook leads","possible_buyer|call_again|special20","+54 3 55 7522 4760","51790"
"Collie J. Ginevra","71","61539372187","google Forms","actionable|contactondemand","5 34 3974-97752","99054"
"Trude Viridissa","42","20167933600","Facebook Leads","most_interested7|never_call13","+54 6 80 5690 2253","24352"
"Harriette H. Eldorado","12","95315346737","Email response","remove_of_source5","8 20 9558 2480","56727"
"Kimberli Garling","62","96192150259","facebook leads","techsource_29|rangeof_action","7 99 6062 1570","69765"
"Cathleen Sissel","81","99155418173","Email RESPONSE","rangeof_action23|special","2 31 4996-2749","38683"
"Mamie Roselyn","42","97864992508","Email response","contactcenter_region3|apply_0_cases","+54 7-80 3723-3037","36936"
"Adi Dieter","46","7120231593981","google Forms","contactcenter_region2|treaty|actionable","2-45 3947-5803","95277"
"Lida Angelia","119","28245239888","Manual registration","contactcenter_region4|apply_0_cases","+54 9 11 1594-8610","24161"
"Leigh A. Elodie","68","62118225650","Email response","contactcenter_region3","5 96 8077 8338","55519"
"Eliza J. Calore","105","39086981798","Google forms","techsource_29","6 46 5394 4699","59827"
"Alli E. Pack","16","14666594276","Facebook Leads","contactcenter_region430","1 38 9003 8252","26176"
"Alvinia Thaine","61","38896498726","MANUAL REGistration","form_ui344|any_applicant|source_dependant","+54 1 19 4658 7156","63180"
"Randi N. Beare","50","61172445356","Facebook Leads","contactcenter_region2|rangeof_action","+54 9 30 9843-2200","47276"
"Maribel Thorn","35","75654676698","manual-registration","most_interested|possible_buyer","9-50-9571 1833","89185"
"Shana Abdul","19","70259181876","google Forms","contactcenter_region321|client_only|rangeof_action","+54 6 24 2216 8031","17751"
"Jayme Ansela","106","74579384239","Email response","any_applicant|contactondemand23|any_applicant28","6 93 1806 1103","22226"
"Joete L. Jary","48","18214533402","Email RESPONSE","remove_of_source17|source_dependant","+54 3 54 2887 9027","68613"
"Belinda Gertie","108","12688434856","facebook leads","contactcenter_region32|case1|least_interested22","+54 6-20 1607-1331","13024"
